time,gesture,ax,ay,az,qw,qx,qy,qz,e0,e1,e2,e3,e4,e5,e6,e7
218.6115219593048,false,0.6142578,-0.025878906,0.5,0.862552,-0.11859175,-0.025878906,0.5,0,-22,-6,19,10,19,6,-1
218.639545917511,false,0.6660156,-0.05859375,0.47509766,0.85090643,-0.12896961,-0.05859375,0.47509766,20,-2,3,-1,-27,-6,-3,-9
218.66944301128387,true,0.7294922,-0.14013672,0.38916016,0.83990276,-0.13989225,-0.14013672,0.38916016,9,8,-11,-7,7,-18,3,18
218.6715259552002,true,0.8442383,-0.19189453,0.33789062,0.8304427,-0.1487424,-0.19189453,0.33789062,-8,8,10,0,-14,11,6,-1
218.69958198070526,true,0.9316406,-0.26464844,0.27294922,0.8220865,-0.15625076,-0.26464844,0.27294922,12,3,-9,-8,-20,2,-5,-4
218.7293759584427,true,0.9716797,-0.29248047,0.19433594,0.81487864,-0.16235317,-0.29248047,0.19433594,-13,31,4,8,15,-4,2,-3
218.73144495487213,true,0.9770508,-0.34716797,0.1484375,0.8089047,-0.16858031,-0.34716797,0.1484375,-2,5,3,6,6,-14,3,2
218.7595089673996,true,1.0205078,-0.36865234,0.12841797,0.8041784,-0.1741288,-0.36865234,0.12841797,18,-9,-4,-5,-11,-2,6,2
218.78959393501282,true,1.0756836,-0.38427734,0.1171875,0.80097353,-0.17950645,-0.38427734,0.1171875,-4,-6,-5,0,12,0,-1,5
218.819718003273,true,1.0795898,-0.4140625,0.111328125,0.7994317,-0.18395841,-0.4140625,0.111328125,2,7,-5,-1,-4,-6,0,3
218.8214259147644,true,1.0576172,-0.4008789,0.09863281,0.7995159,-0.18603897,-0.4008789,0.09863281,-3,-4,0,4,26,2,0,-1
218.84941792488098,true,1.0727539,-0.40185547,0.064453125,0.8011317,-0.1865808,-0.40185547,0.064453125,-2,2,-5,-3,-2,3,-2,0
218.8514119386673,true,1.1210938,-0.4345703,0.041503906,0.8042398,-0.18609147,-0.4345703,0.041503906,6,-3,-2,-1,-19,5,2,-2
218.87979197502136,true,1.1650391,-0.4819336,0.022949219,0.8089348,-0.1849918,-0.4819336,0.022949219,2,0,-9,-20,-10,8,-1,1
218.9095640182495,true,1.144043,-0.5,0.041015625,0.8176956,-0.18011642,-0.5,0.041015625,-2,5,-1,8,6,-8,-7,2
218.91137790679932,true,1.1201172,-0.5029297,0.13330078,0.8287245,-0.17376481,-0.5029297,0.13330078,15,-4,-6,-4,-13,4,6,17
218.93949496746063,true,1.0229492,-0.5229492,0.26123047,0.84155804,-0.16662703,-0.5229492,0.26123047,4,6,8,7,0,-5,-7,-6
218.96955394744873,true,0.9008789,-0.43896484,0.55126953,0.8556649,-0.15643549,-0.43896484,0.55126953,-16,-38,-8,5,17,4,43,24
218.9714549779892,true,0.6928711,-0.13916016,0.90527344,0.8705418,-0.14147907,-0.13916016,0.90527344,-1,-101,-2,1,-37,-39,41,83
218.99954795837402,true,0.5859375,-0.3330078,1.3164062,0.88495904,-0.12707669,-0.3330078,1.3164062,-40,-14,25,15,-4,-44,21,-54
219.029541015625,true,0.6088867,-0.5551758,1.449707,0.8988594,-0.10272156,-0.5551758,1.449707,-31,97,17,8,10,-38,1,73
219.03152000904083,true,0.7128906,-0.9453125,1.3134766,0.9107106,-0.058166824,-0.9453125,1.3134766,-23,111,3,14,21,76,14,16
219.05958700180054,true,0.1586914,-0.39501953,0.29785156,0.9135995,0.015930617,-0.39501953,0.29785156,81,-55,-19,-39,-84,-23,-39,-51
219.08949291706085,true,-1.2900391,0.9243164,0.13134766,0.9086092,0.10394743,0.9243164,0.13134766,-59,-123,-28,-23,-31,54,-56,-92
219.09153199195862,true,-1.9638672,3.0112305,0.9980469,0.90699464,0.15655729,3.0112305,0.9980469,69,-81,-1,12,56,-87,-28,-13
219.11955296993256,true,-0.6567383,1.5239258,0.8886719,0.91905904,0.11712541,1.5239258,0.8886719,-17,46,-8,-10,31,-7,13,-36
219.14939892292023,true,0.19042969,0.41748047,1.3071289,0.9222667,0.048707403,0.41748047,1.3071289,51,35,0,4,-8,30,-19,7
219.1513489484787,true,0.80371094,-0.53515625,1.2480469,0.9190678,0.014648445,-0.53515625,1.2480469,-65,-4,11,-1,12,-78,-3,4
219.1794469356537,true,0.7426758,-0.1743164,1.0229492,0.9197445,0.02172865,-0.1743164,1.0229492,25,13,19,16,3,48,21,2
219.20956695079803,true,0.3569336,0.46728516,0.8666992,0.91800684,0.044252325,0.46728516,0.8666992,-24,30,-9,-18,7,37,-14,-7
219.21146595478058,true,0.32177734,0.4609375,0.8930664,0.9171779,0.051696926,0.4609375,0.8930664,7,12,-3,6,12,29,7,12
219.2393800020218,true,0.40722656,0.27197266,0.9165039,0.91698956,0.04547106,0.27197266,0.9165039,-11,-4,-5,1,8,20,3,-9
219.26959693431854,true,0.3798828,0.20166016,0.92822266,0.917248,0.03680467,0.20166016,0.92822266,4,12,-5,2,2,5,-4,1
219.27143394947052,true,0.29492188,0.15771484,0.9550781,0.9175617,0.030945506,0.15771484,0.9550781,-7,15,-2,2,5,0,0,11
219.2993859052658,true,0.27929688,0.14013672,0.96435547,0.91771597,0.028320046,0.14013672,0.96435547,-11,7,0,-1,0,3,-7,-4
219.3299059867859,true,0.21923828,0.19824219,0.95214844,0.9176207,0.028259836,0.19824219,0.95214844,-1,4,1,0,2,-2,-6,-12
219.33154594898224,true,0.16259766,0.23730469,0.92529297,0.9171706,0.027831888,0.23730469,0.92529297,11,6,-1,-1,0,1,1,3
219.35951793193817,true,0.1538086,0.24560547,0.8959961,0.9164887,0.024230555,0.24560547,0.8959961,23,-4,-7,2,-1,-7,-4,-9
219.389554977417,true,0.22363281,0.20117188,0.88720703,0.91585696,0.016968226,0.20117188,0.88720703,-4,-4,-1,5,4,16,4,4
219.39146196842194,true,0.27246094,0.14453125,0.875,0.91518635,0.008667231,0.14453125,0.875,12,-1,30,6,-5,2,0,-1
219.4194300174713,true,0.31201172,0.1352539,0.86279297,0.9144808,0.0023803478,0.1352539,0.86279297,5,3,-10,-4,2,-8,-3,2
219.44947791099548,true,0.34765625,0.1899414,0.88623047,0.91376394,-0.0007934628,0.1899414,0.88623047,-10,4,14,-3,4,-3,-1,0
219.4515289068222,true,0.34765625,0.22167969,0.81591797,0.91292644,-0.002746653,0.22167969,0.81591797,-2,2,-1,-2,4,-5,2,3
219.47939598560333,true,0.3491211,0.21386719,0.7817383,0.91255033,-0.0037842365,0.21386719,0.7817383,-4,-2,-17,-4,2,0,4,1
219.509516954422,false,0.38916016,0.19238281,0.7705078,0.91278565,-0.0048828386,0.19238281,0.7705078,-6,-4,-24,-4,-2,13,-5,-1
219.511372923851,false,0.40478516,0.15332031,0.81152344,0.9137589,-0.0053711026,0.15332031,0.81152344,1,-2,5,-4,-8,-28,-4,-2
219.53947591781616,false,0.44628906,0.19921875,0.85058594,0.9150868,-0.0040282616,0.19921875,0.85058594,5,0,3,-1,-9,-5,-1,2
219.5695219039917,false,0.52734375,0.25634766,0.8354492,0.91652936,-0.002075253,0.25634766,0.8354492,-3,3,-1,-2,2,6,2,0
219.57145190238953,false,0.60302734,0.25585938,0.79003906,0.9180354,-0.00079346186,0.25585938,0.79003906,3,-4,1,4,-2,0,1,1
219.59955096244812,false,0.58496094,0.19042969,0.7885742,0.9201782,0.0014648631,0.19042969,0.7885742,-3,-10,-6,8,-6,2,2,-1
219.6295429468155,false,0.57421875,0.13769531,0.84033203,0.923346,0.0067749475,0.13769531,0.84033203,3,5,1,0,9,-5,-2,0
219.63140296936035,false,0.6064453,0.1694336,0.90527344,0.9270285,0.016846186,0.1694336,0.90527344,-3,-2,-4,-5,8,-4,-5,0
219.65942192077637,false,0.63964844,0.22167969,0.9326172,0.93079776,0.02783238,0.22167969,0.9326172,0,-3,0,-1,-3,-2,0,-2
219.6894689798355,false,0.5991211,0.25390625,0.9296875,0.9340833,0.036682177,0.25390625,0.9296875,-4,-1,0,0,-6,1,-1,-1
219.691468000412,false,0.5253906,0.19433594,0.9506836,0.9370799,0.043274257,0.19433594,0.9506836,-3,-2,-1,-3,5,12,3,1
219.71949899196625,false,0.45751953,0.12402344,0.97314453,0.9396968,0.050476052,0.12402344,0.97314453,3,0,-1,-1,2,3,2,0
219.77967596054077,false,0.4267578,0.14208984,0.99121094,0.9417052,0.06042441,0.14208984,0.99121094,1,1,0,-1,-10,-2,0,-4
219.78129398822784,false,0.3720703,0.21044922,1.0297852,0.943201,0.07245063,0.21044922,1.0297852,0,-8,3,10,5,0,5,11
219.80936300754547,false,0.23291016,0.37109375,1.0678711,0.945231,0.091190435,0.37109375,1.0678711,5,8,6,-2,-5,-7,-32,-21
219.81148493289948,false,0.18652344,0.31933594,1.0996094,0.94639456,0.09381544,0.31933594,1.0996094,3,1,-6,-2,16,4,9,5
219.83954393863678,false,0.14208984,0.21972656,1.1054688,0.94757825,0.093201414,0.21972656,1.1054688,-7,11,-2,-6,4,-1,-14,-40
219.86975991725922,false,0.107421875,0.13427734,1.1625977,0.9485018,0.09314117,0.13427734,1.1625977,-1,-3,-3,2,2,1,5,6
219.87152099609375,false,0.05908203,0.1586914,1.284668,0.94904953,0.095704526,0.1586914,1.284668,-5,-6,3,2,-6,-5,-2,-7
219.89934694766998,false,-0.036132812,0.16748047,1.3339844,0.9496052,0.09668175,0.16748047,1.3339844,-1,4,-2,-2,-4,1,14,19
219.92985892295837,false,-0.072753906,0.14550781,1.3398438,0.9499025,0.0955823,0.14550781,1.3398438,3,11,6,-2,-14,-5,-6,0
219.93156599998474,false,-0.05908203,0.07519531,1.3608398,0.9501485,0.09362934,0.07519531,1.3608398,-13,17,-5,-2,2,-2,-17,-4
219.95956301689148,false,-0.118652344,0.18945312,1.3320312,0.95024216,0.096617214,0.18945312,1.3320312,4,-5,3,1,-7,-9,8,17
219.98944401741028,false,-0.171875,0.30078125,1.3793945,0.9509976,0.100586876,0.30078125,1.3793945,73,-40,3,2,13,3,-17,-12
