time,gesture,ax,ay,az,qw,qx,qy,qz,e0,e1,e2,e3,e4,e5,e6,e7
9.37365198135376,false,-0.06201172,0.6279297,0.81591797,0.8229801,0.26728693,0.6279297,0.81591797,1,0,0,-1,-2,1,1,0
9.375115036964417,false,-0.06591797,0.63134766,0.81640625,0.8229935,0.26723027,0.63134766,0.81640625,-2,-2,-2,-4,2,1,-2,-3
9.376687049865723,false,-0.068359375,0.63183594,0.81640625,0.82301325,0.26721686,0.63183594,0.81640625,-2,-1,0,-1,-1,-3,1,2
9.383915066719055,false,-0.06738281,0.62939453,0.81933594,0.8230267,0.26716018,0.62939453,0.81933594,5,-2,0,-2,2,-2,-1,0
9.386005997657776,false,-0.06738281,0.6279297,0.8154297,0.8230267,0.26716018,0.6279297,0.8154297,-1,1,-1,-2,-2,1,-1,0
9.413449048995972,false,-0.067871094,0.62890625,0.81884766,0.8230362,0.26716328,0.62890625,0.81884766,0,0,-2,-1,1,0,-1,-2
9.442965030670166,false,-0.0703125,0.63183594,0.8105469,0.82304955,0.26710656,0.63183594,0.8105469,-5,0,-2,-8,-3,-1,0,0
9.44539201259613,false,-0.06640625,0.6298828,0.8178711,0.82304955,0.26710656,0.6298828,0.8178711,-4,0,-2,-6,-1,0,-2,0
9.47347104549408,false,-0.067871094,0.6323242,0.8198242,0.82304955,0.26710656,0.6323242,0.8198242,-7,-3,-2,-2,-1,-3,1,1
9.502812027931213,false,-0.06640625,0.6298828,0.81591797,0.82304996,0.26716772,0.6298828,0.81591797,-4,0,0,0,-1,-3,1,0
9.505475044250488,false,-0.064453125,0.6347656,0.8095703,0.82304996,0.26716772,0.6347656,0.8095703,-2,1,0,-2,1,1,-2,-3
9.533728003501892,false,-0.06298828,0.6376953,0.81640625,0.82304996,0.26716772,0.6376953,0.81640625,2,-2,1,0,2,1,-1,0
9.562971949577332,false,-0.0625,0.6269531,0.8144531,0.82304955,0.26710656,0.6269531,0.8144531,7,-3,-3,3,1,2,-1,-2
9.565556049346924,false,-0.06689453,0.6279297,0.81396484,0.82304955,0.26710656,0.6279297,0.81396484,2,0,-2,-1,3,-2,0,-2
9.593600034713745,false,-0.0703125,0.6269531,0.81640625,0.8230693,0.26709315,0.6269531,0.81640625,2,-1,-1,0,-3,-1,0,0
9.622890949249268,false,-0.06738281,0.62841797,0.81396484,0.82308275,0.26703647,0.62841797,0.81396484,6,0,0,4,7,0,-2,-3
9.62544596195221,false,-0.06689453,0.6381836,0.80810547,0.82308275,0.26703647,0.6381836,0.80810547,-1,-1,1,-3,2,-1,-1,0
9.653820037841797,false,-0.068847656,0.6386719,0.8095703,0.82309645,0.26704094,0.6386719,0.8095703,-3,2,0,0,5,-2,-1,-1
9.68377697467804,false,-0.064941406,0.6386719,0.8154297,0.82308275,0.26703647,0.6386719,0.8154297,5,-1,0,7,4,0,1,3
9.685948014259338,false,-0.06347656,0.63134766,0.8173828,0.82308275,0.26703647,0.63134766,0.8173828,-4,1,-1,-5,-2,1,-2,-2
9.714200973510742,false,-0.06542969,0.6298828,0.8129883,0.82308275,0.26703647,0.6298828,0.8129883,-4,-1,0,-4,0,0,0,-1
9.743806958198547,false,-0.06640625,0.6298828,0.8183594,0.82308275,0.26703647,0.6298828,0.8183594,-2,0,-2,-5,2,-2,-1,-2
9.745929956436157,false,-0.06298828,0.6303711,0.81396484,0.82308275,0.26703647,0.6303711,0.81396484,2,-2,-1,-3,0,-3,-1,0
9.773848056793213,false,-0.063964844,0.63183594,0.8149414,0.8231056,0.26698285,0.63183594,0.8149414,-1,1,-4,-1,1,2,-1,-1
9.803189992904663,false,-0.06640625,0.6333008,0.8129883,0.8231056,0.26698285,0.6333008,0.8129883,4,-3,-1,1,5,0,0,0
9.806071996688843,false,-0.068359375,0.6298828,0.81689453,0.8231056,0.26698285,0.6298828,0.81689453,-7,0,-1,-7,-6,0,-1,-3
9.83368706703186,false,-0.06591797,0.6303711,0.8198242,0.8231056,0.26698285,0.6303711,0.8198242,-8,0,0,-9,-3,-3,0,1
9.862863063812256,false,-0.06640625,0.6298828,0.81591797,0.82311904,0.26692617,0.6298828,0.81591797,-9,0,-1,-6,-4,0,-2,-1
9.865450978279114,false,-0.06298828,0.62890625,0.8149414,0.82311904,0.26692617,0.62890625,0.8149414,-1,-1,1,-2,-3,1,-2,-1
9.893754959106445,false,-0.064941406,0.62841797,0.81640625,0.82314825,0.26691586,0.62841797,0.81640625,-1,0,-2,-2,-2,-2,0,-2
9.922930002212524,false,-0.057617188,0.63427734,0.8178711,0.82314825,0.26691586,0.63427734,0.8178711,3,1,-2,2,2,-1,-1,0
9.925260066986084,false,-0.06640625,0.6308594,0.8125,0.82314825,0.26691586,0.6308594,0.8125,0,-1,0,-3,-2,-1,0,-1
9.95361602306366,false,-0.063964844,0.6274414,0.81591797,0.8231616,0.26685917,0.6274414,0.81591797,4,-2,0,-2,-1,2,-1,-1
9.982962012290955,false,-0.068847656,0.6303711,0.8144531,0.82317114,0.26686224,0.6303711,0.8144531,-3,0,-2,-1,0,-4,-3,-1
9.98560905456543,false,-0.06591797,0.6333008,0.81347656,0.82317114,0.26686224,0.6333008,0.81347656,-5,-1,-1,-2,3,-1,-1,0
10.013970971107483,false,-0.06640625,0.63623047,0.81103516,0.82317114,0.26686224,0.63623047,0.81103516,2,-2,1,-2,-1,0,1,0
10.043936014175415,false,-0.06591797,0.6328125,0.8222656,0.82317114,0.26686224,0.6328125,0.8222656,5,1,-1,4,4,2,-1,-2
10.04664695262909,false,-0.064453125,0.63378906,0.8144531,0.82316124,0.266798,0.63378906,0.8144531,-2,-2,-1,-4,3,-2,1,0
10.073848009109497,false,-0.064941406,0.6323242,0.8203125,0.82316124,0.266798,0.6323242,0.8203125,4,0,0,-1,1,2,-2,-1
10.103492975234985,false,-0.06591797,0.6303711,0.8120117,0.82316124,0.266798,0.6303711,0.8120117,4,-2,-2,0,7,1,0,0
10.10633397102356,false,-0.06738281,0.6298828,0.8129883,0.82316124,0.266798,0.6298828,0.8129883,-2,1,0,-3,0,0,-1,-2
10.13346803188324,false,-0.06347656,0.63134766,0.81396484,0.82316124,0.266798,0.63134766,0.81396484,0,-3,1,1,5,1,0,-1
10.163197040557861,false,-0.06347656,0.63378906,0.8178711,0.8231707,0.2668011,0.63378906,0.8178711,3,-1,-1,-4,6,-1,-1,-1
10.165487051010132,false,-0.061035156,0.63378906,0.8149414,0.8231707,0.2668011,0.63378906,0.8149414,-4,0,-3,0,-1,-2,-3,0
