,time,gesture,ax,ay,az,qw,qx,qy,qz,e0,e1,e2,e3,e4,e5,e6,e7
0,13.37709105014801,0,0.40452775365735477,0.3926473499892734,0.5318460806429155,0.09355724893430037,0.21810930548503132,0.21060307195428393,0.3915244038426151,0.49411764705882355,0.4823529411764706,0.48627450980392156,0.49411764705882355,0.5137254901960784,0.4980392156862745,0.4980392156862745,0.49019607843137253
1,13.38104009628296,0,0.404791762765933,0.3938353903020125,0.5348821868784637,0.09354572377359201,0.21807713654782016,0.21214720841808984,0.39547053453871056,0.5098039215686274,0.5019607843137255,0.5058823529411764,0.5333333333333333,0.5490196078431373,0.5098039215686274,0.5058823529411764,0.5019607843137255
2,13.382407069206238,0,0.4041317402648326,0.3922513364615786,0.5344861717286978,0.09354572377359201,0.21807713654782016,0.21008835968255635,0.3949558201587218,0.5058823529411764,0.5019607843137255,0.49411764705882355,0.4745098039215686,0.49019607843137253,0.5176470588235295,0.5019607843137255,0.4980392156862745
3,13.383465051651001,0,0.40432974716385256,0.3928453564827756,0.5331661261858067,0.09354572377359201,0.21807713654782016,0.21086042773877084,0.3932401120006685,0.4980392156862745,0.5098039215686274,0.4588235294117647,0.45098039215686275,0.5137254901960784,0.4666666666666667,0.49411764705882355,0.49411764705882355
4,13.394687056541445,0,0.4037357268723104,0.3927133523340043,0.5324401047192903,0.09354572377359201,0.21807713654782016,0.21068885745003083,0.3922964771694824,0.49411764705882355,0.49019607843137253,0.49411764705882355,0.48627450980392156,0.41568627450980394,0.49019607843137253,0.49019607843137253,0.5058823529411764
5,13.424729108810425,0,0.40386773129142695,0.39363738353816513,0.5327701150912185,0.09356643041141345,0.2180664124736252,0.21188985228222604,0.39272540289133256,0.5019607843137255,0.5019607843137255,0.5254901960784314,0.5372549019607843,0.5372549019607843,0.5098039215686274,0.5058823529411764,0.5019607843137255
6,13.427149057388306,0,0.40327371127023,0.3935053791190486,0.5339581470232568,0.09356620904399741,0.21806641203440416,0.21171828164210912,0.3942695284624561,0.4980392156862745,0.48627450980392156,0.48627450980392156,0.4745098039215686,0.4980392156862745,0.5058823529411764,0.49411764705882355,0.5019607843137255
7,13.454829096794127,0,0.40439574923823823,0.3929773611722373,0.5330341206853094,0.09356620904399741,0.21806641203440416,0.21103199873026462,0.3930685399550442,0.4980392156862745,0.4980392156862745,0.4980392156862745,0.48627450980392156,0.48627450980392156,0.49411764705882355,0.49411764705882355,0.49019607843137253
8,13.484204053878784,0,0.404791762765933,0.3929773611722373,0.5328361144621524,0.09356643041141345,0.2180664124736252,0.21103199873026462,0.3928111845219341,0.5019607843137255,0.49019607843137253,0.5058823529411764,0.49019607843137253,0.5176470588235295,0.5137254901960784,0.5098039215686274,0.4980392156862745
9,13.486513018608091,0,0.40531978071274427,0.3933073723552012,0.5316480744197585,0.09357693482237005,0.21802352160561797,0.21146092550624535,0.391267048409505,0.49411764705882355,0.4823529411764706,0.5019607843137255,0.4980392156862745,0.5137254901960784,0.5137254901960784,0.4980392156862745,0.5019607843137255
10,13.514352083206177,0,0.4049897692594352,0.39357138132860686,0.5313840688256677,0.09357693482237005,0.21802352160561797,0.21180406696216758,0.3909239113457934,0.49411764705882355,0.5098039215686274,0.48627450980392156,0.49019607843137253,0.396078431372549,0.49019607843137253,0.49019607843137253,0.49019607843137253
11,13.543875098228455,0,0.404791762765933,0.3930433633817956,0.5307900447492929,0.09357605462335863,0.21803424216604436,0.21111778405032308,0.3901518380189261,0.5098039215686274,0.5058823529411764,0.5058823529411764,0.5215686274509804,0.5725490196078431,0.49411764705882355,0.5098039215686274,0.4980392156862745
12,13.546233057975767,0,0.40386773129142695,0.3925153454349843,0.5317140791975961,0.09357452613405738,0.21806640706242172,0.21043150113847858,0.39135283706764357,0.5019607843137255,0.49411764705882355,0.5098039215686274,0.5098039215686274,0.5294117647058824,0.5450980392156862,0.49411764705882355,0.5058823529411764
13,13.574679017066956,0,0.40432974716385256,0.3922513364615786,0.5337601462070036,0.09357814882938979,0.21810930455388267,0.21008835968255635,0.394012180056883,0.4980392156862745,0.5019607843137255,0.5098039215686274,0.4980392156862745,0.5294117647058824,0.5098039215686274,0.5058823529411764,0.4980392156862745
